"Id","SalePrice"
1461,59686.5119366468
1462,54391.0343217143
1463,70437.7310024181
1464,75846.4821445192
1465,68827.6167362754
1466,66543.5817400192
1467,80268.0096464195
1468,66967.3929051395
1469,74014.1683593482
1470,57538.1473340924
1471,79195.9962030123
1472,49048.9734396411
1473,48581.2527189963
1474,61791.4981400076
1475,55114.6497706553
1476,88897.3326183296
1477,83992.5573798426
1478,87169.6736103763
1479,86051.9266412742
1480,116819.114594218
1481,90294.7960940611
1482,78446.7180433059
1483,71427.5772185417
1484,69952.9315585852
1485,70851.1001979859
1486,72043.0089768758
1487,95283.9854981234
1488,89181.1884313433
1489,76695.2138666435
1490,88980.0669009802
1491,68317.9930417994
1492,40950.707811682
1493,80869.550846732
1494,76117.5686664279
1495,79819.4375553799
1496,82206.4047082898
1497,68544.6634569366
1498,64519.1249511149
1499,67769.8388461253
1500,68205.7014535905
1501,66482.6314454936
1502,63657.8278654673
1503,96133.9578056637
1504,78601.6801280626
1505,84543.2661507973
1506,66059.6808528829
1507,78261.7040270748
1508,65883.7281952074
1509,55161.452121186
1510,56800.6656725952
1511,58579.3532848038
1512,68006.992461089
1513,49239.2246977325
1514,56102.5133911523
1515,67684.4432309587
1516,54075.0610432012
1517,75942.1605069684
1518,49636.3828853612
1519,80518.8533770431
1520,50603.4721890733
1521,48850.6104328193
1522,65040.8303665874
1523,45591.9507800046
1524,50632.7413925168
1525,51986.8410838128
1526,49494.7059765297
1527,50462.6858095573
1528,62895.0682549445
1529,53570.7372970767
1530,84108.8892120096
1531,41171.2814799732
1532,46865.2853770854
1533,59118.5434236631
1534,51252.7811676492
1535,61884.8490829598
1536,46826.1306272572
1537,40462.3789711174
1538,53592.147680555
1539,48074.5515533075
1540,27275.4970640797
1541,51209.6545794766
1542,52957.0184917779
1543,54804.6921740573
1544,45703.7732387164
1545,48883.7137427586
1546,52777.1829566286
1547,53539.2088324715
1548,50448.5196883016
1549,53651.329142953
1550,45141.0133807897
1551,46185.8076538141
1552,48598.4054674778
1553,50770.4811463274
1554,48622.4248616699
1555,58359.333007404
1556,34429.3622675107
1557,37370.2193679837
1558,40470.369159426
1559,27764.5448298942
1560,43092.8172022373
1561,45768.5318031971
1562,64505.6922055206
1563,53267.1390163566
1564,72455.4426592628
1565,59016.4604261257
1566,93778.1145136334
1567,38258.0242546252
1568,69992.0373203898
1569,48399.1320387981
1570,61848.4311513592
1571,50756.1330200406
1572,63390.7013588787
1573,92095.9965188459
1574,48063.3600888646
1575,85375.8769983941
1576,90263.537679977
1577,75742.5895691109
1578,46982.2511284958
1579,68868.2583402841
1580,69245.7526539543
1581,72861.6860717104
1582,60063.2627120424
1583,94714.9671494509
1584,75162.1879152516
1585,69293.8603203565
1586,46048.0824120055
1587,46838.818721765
1588,62603.6041730596
1589,48330.1891240947
1590,64260.8259438642
1591,43776.6758375543
1592,50455.3024615151
1593,54661.549975608
1594,39660.2844964263
1595,35646.8769777505
1596,64132.9709204217
1597,49409.6132267325
1598,68518.2401244435
1599,75697.814203948
1600,68675.0187759109
1601,39305.122578751
1602,46366.8444950664
1603,41328.936397082
1604,88181.4728262681
1605,79336.1556947071
1606,72320.5705948458
1607,61662.0463395451
1608,87411.3462265176
1609,73689.2515283118
1610,64018.7020115963
1611,61962.3430189722
