"Id","SalePrice"
1461,131282.493382943
1462,138316.728158601
1463,195856.027043887
1464,204910.477531129
1465,161158.266555798
1466,182616.450619458
1467,188265.211192739
1468,171509.032853621
1469,184809.919415481
1470,123398.512427206
1471,190596.244274772
1472,98013.6156653079
1473,100231.253575251
1474,145191.884368831
1475,107233.138799319
1476,304920.587422835
1477,226533.526188185
1478,244605.674117763
1479,254097.802019528
1480,450489.819405593
1481,303067.319637127
1482,193129.018745456
1483,184455.872085444
1484,152781.294327978
1485,181828.38627061
1486,200459.900320031
1487,347989.465306393
1488,238656.487709955
1489,183286.676362979
1490,231320.14774039
1491,189863.406095175
1492,92283.566587011
1493,217332.040950586
1494,262654.594369863
1495,262382.917441576
1496,204612.422877431
1497,177230.06204312
1498,143326.427473687
1499,148326.579941431
1500,150925.29877402
1501,161620.49761682
1502,133845.656718932
1503,249484.976798152
1504,224314.146140706
1505,217619.367456435
1506,191703.898234532
1507,278740.980991922
1508,202437.731254957
1509,150521.948878439
1510,136683.643374278
1511,140259.464059041
1512,178197.642260844
1513,140685.825745927
1514,160330.350899018
1515,236982.307645973
1516,149246.280189544
1517,179012.625727964
1518,132478.968498834
1519,206829.071225763
1520,117175.434999285
1521,117466.037089268
1522,174499.174873503
1523,112285.280066308
1524,116758.442447573
1525,116533.032629444
1526,113097.438839503
1527,111226.646906067
1528,149289.298807435
1529,124833.341733018
1530,212920.634151452
1531,114153.30419978
1532,98134.3013118971
1533,142627.492007385
1534,121432.086821074
1535,170564.736938996
1536,112015.54963635
1537,86240.3531968954
1538,142764.502327982
1539,157923.264322957
1540,89301.0769551333
1541,133308.708219588
1542,138534.608722446
1543,167827.182745449
1544,91484.7015809147
1545,110699.227580031
1546,121867.086927124
1547,134188.205987942
1548,124558.100439443
1549,118439.28086215
1550,115892.419922554
1551,102702.824727132
1552,144448.172850544
1553,137611.765806129
1554,111833.946459841
1555,165618.55892253
1556,83196.6127281814
1557,94603.0683803009
1558,85895.4620092006
1559,79415.9099231036
1560,115359.947931119
1561,133198.244263618
1562,138100.738884069
1563,113102.425370274
1564,179004.361334286
1565,152840.173165317
1566,255537.746308729
1567,79462.121648991
1568,219630.718418867
1569,136407.277561934
1570,143494.655729998
1571,133548.438636644
1572,149705.237765872
1573,250613.33725709
1574,119189.513311561
1575,221565.815340849
1576,262633.550911998
1577,178619.420809463
1578,123752.319425338
1579,154236.447169725
1580,191333.568437595
1581,169690.84451226
1582,127620.09415809
1583,287497.692682451
1584,235069.487325503
1585,141163.889946775
1586,92007.5787721591
1587,104216.422236171
1588,149442.620269182
1589,113910.446773453
1590,144395.218415615
1591,94479.0799287722
1592,118482.31042168
1593,115836.144166975
1594,144260.991440155
1595,98051.2947107947
1596,204156.617230899
1597,163608.801927695
1598,196294.62085085
1599,161873.346031282
1600,154043.348336743
1601,75820.8252627276
1602,107070.094882889
1603,90757.4445712299
1604,226821.847646303
1605,237259.927911489
1606,176884.465179897
1607,193767.123087728
1608,220818.483567271
1609,176593.990522179
1610,164543.779039131
1611,155187.781821939
1612,192472.73453599
1613,203131.02780945
1614,131582.888097017
1615,104516.888691477
1616,87819.3294230943
1617,109188.77422546
1618,131375.104495516
1619,153774.193019294
1620,168456.957252432
1621,150125.616136748
1622,145421.546914358
1623,252213.422441001
1624,221980.909489995
1625,108019.815853195
1626,172941.988211688
1627,191733.267258247
1628,257152.670693966
1629,171085.985328218
1630,319847.72593153
1631,189729.274153411
1632,205108.230382817
1633,165101.126193238
1634,195547.689091678
1635,178509.989730932
1636,160660.64478279
1637,230900.613626918
1638,209061.188848771
1639,198675.63820295
1640,275162.421800666
1641,182206.885598793
1642,223632.200828262
1643,214069.246849864
1644,212657.252565684
1645,262675.754070567
1646,158756.094223949
1647,148751.580199648
1648,130119.029659499
1649,141424.470864674
1650,130922.767881564
1651,146236.504166142
1652,102471.658375294
1653,107392.178145191
1654,141565.562100793
1655,119938.294664499
1656,138008.117337254
1657,143756.844260131
1658,141251.860608866
1659,110110.829569668
1660,165770.821282482
1661,421677.770983822
1662,350349.919900932
1663,314405.439756691
1664,451377.81748694
1665,266293.605464945
1666,301965.764473963
1667,335424.044274922
1668,278124.765546509
1669,237034.197470289
1670,285224.281493618
1671,251602.357591656
1672,378651.749690694
1673,281237.994536224
1674,245228.982997625
1675,191332.446583307
1676,199411.853630889
1677,210509.696990472
1678,381908.421796381
1679,315397.270020134
1680,271346.24000722
1681,207419.596497071
1682,258800.425892826
1683,183862.058453269
1684,184626.333968748
1685,183508.044605019
1686,167237.149602297
1687,170607.429051254
1688,195256.354080189
1689,198978.933219332
1690,189364.933699501
1691,179848.551104362
1692,243017.164553592
1693,156842.726972711
1694,185994.015929705
1695,163654.198375902
1696,283828.779444494
1697,173691.499830766
1698,359518.732893329
1699,285156.390465509
1700,257309.285510856
1701,255690.250388943
1702,248131.377456821
1703,242746.36750553
1704,260183.042440922
1705,206280.871455543
1706,379260.521277415
1707,191685.756691193
1708,198328.668133905
1709,251255.379355904
1710,208887.898069419
1711,244236.380383672
1712,242372.55644119
1713,250374.657826191
1714,208453.786297229
1715,197259.055346704
1716,188280.734129995
1717,175565.390640428
1718,143737.178033135
1719,198534.332232156
1720,208390.184016515
1721,174883.433796724
1722,146887.770963697
1723,176140.750706463
1724,204769.982543862
1725,236286.428101784
1726,193041.924136869
1727,161289.605785614
1728,172224.895566573
1729,166444.59620133
1730,181275.458354301
1731,114326.723854943
1732,127253.629466107
1733,107699.854690594
1734,114601.650764546
1735,140975.92689491
1736,106421.783705693
1737,337956.887318801
1738,249212.479127809
1739,310023.465276017
1740,221038.401689223
1741,191325.214711051
1742,162789.09825558
1743,162804.680467042
1744,290110.616094422
1745,206448.219944309
1746,202722.306852972
1747,230947.565937325
1748,271833.936374311
1749,152707.070533409
1750,133173.511557752
1751,282217.476210771
1752,111644.622237973
1753,153480.537472992
1754,203724.101515635
1755,154260.935848208
1756,131675.22947704
1757,113259.732674737
1758,154371.718125566
1759,172326.965317574
1760,180955.926358246
1761,166714.564248286
1762,199903.032962619
1763,165509.992178595
1764,108922.143785021
1765,183247.091083038
1766,186780.080368241
1767,279262.608005257
1768,134666.587795037
1769,168880.522502925
1770,147584.646450434
1771,117393.682746082
1772,125466.460908692
1773,140662.851174893
1774,138605.442116276
1775,124877.470778294
1776,119518.261884783
1777,98471.0939807382
1778,140497.651313182
1779,111971.267402631
1780,172334.052502656
1781,116850.191417774
1782,96223.3033796333
1783,155599.158520776
1784,108679.446398006
1785,108848.502848146
1786,175514.903399344
1787,154804.142571873
1788,74997.6635716157
1789,99140.5715493469
1790,75734.906826982
1791,201407.109940241
1792,162345.48290588
1793,135525.369121866
1794,161404.739338445
1795,118698.733060043
1796,119298.48767215
1797,129328.01018062
1798,113690.525386142
1799,103989.7960692
1800,111238.126970416
1801,146100.166344539
1802,153537.611865698
1803,143892.355396952
1804,149716.792424272
1805,131195.995141682
1806,128036.541611041
1807,111744.22335283
1808,121974.570670784
1809,118727.486442102
1810,133040.607061179
1811,94437.2825052197
1812,94641.5266785323
1813,123788.393042892
1814,89543.4296110579
1815,70410.7437976955
1816,96799.7818911821
1817,104086.491246953
1818,122044.982092752
1819,120375.298852689
1820,62099.0323673365
1821,106319.375830277
1822,140417.059055069
1823,58314.5047763796
1824,113588.410782517
1825,131784.211319973
1826,87886.5224095163
1827,102956.696639002
1828,126851.111562556
1829,125777.700025833
1830,128529.825094527
1831,142300.46649722
1832,76672.665950861
1833,127776.34438017
1834,117745.37566092
1835,108035.688722701
1836,123747.843246456
1837,91243.8506454673
1838,123870.605030278
1839,113469.724957766
1840,156187.331219758
1841,129113.388230404
1842,85638.4290702863
1843,146946.43690974
1844,129373.037525522
1845,153426.932113462
1846,140465.910478333
1847,163145.74109108
1848,63971.5220923736
1849,121783.140997585
1850,116162.369627088
1851,138528.031991755
1852,129765.14953013
1853,126446.032561249
1854,160881.888250126
1855,158427.431480313
1856,231448.859934663
1857,138480.827386471
1858,158347.194705659
1859,117259.727868344
1860,165451.635420804
1861,116463.233065082
1862,342023.695617399
1863,332208.020182238
1864,332320.216174965
1865,285243.773935541
1866,271523.538611756
1867,234950.552612935
1868,278460.282513936
1869,206620.322244886
1870,205541.601164893
1871,232858.285270268
1872,184625.557396956
1873,226426.191812139
1874,174364.988844182
1875,197206.130849237
1876,210639.272716762
1877,199829.929694253
1878,222473.36900865
1879,124766.626686565
1880,142251.583588879
1881,257922.617965365
1882,252408.448658566
1883,188877.63096071
1884,210477.32133593
1885,218185.469390556
1886,253384.408124083
1887,206585.033955326
1888,265231.399818762
1889,183688.279250709
1890,139634.699809107
1891,149327.403419492
1892,98985.6024022448
1893,125474.4835096
1894,121553.815629707
1895,138684.080717511
1896,122559.523765927
1897,106299.155614622
1898,106219.950792151
1899,139489.758446545
1900,128015.80326775
1901,159044.200439321
1902,129776.694913571
1903,169165.577908668
1904,129577.040199176
1905,178062.95108683
1906,176162.783596186
1907,188125.231971483
1908,127701.619151567
1909,143812.592616135
1910,134286.574355439
1911,223191.417602573
1912,358336.39149768
1913,147729.756497589
1914,79897.6849955525
1915,218153.404140354
1916,71115.6587413015
1917,236830.027900624
1918,146855.133870451
1919,203457.315775562
1920,203172.312851773
1921,309838.337378664
1922,248145.025532197
1923,252784.842353068
1924,213429.057743684
1925,209318.831784362
1926,311243.879250126
1927,136519.800826084
1928,164506.169192449
1929,128851.964907836
1930,136032.634894012
1931,167128.649494355
1932,149691.872703117
1933,210696.971704742
1934,186271.970930481
1935,171959.432956164
1936,177777.775009816
1937,194063.863774616
1938,183115.758045152
1939,217141.734763184
1940,164161.814843394
1941,193512.413975786
1942,183718.487382901
1943,182733.95398317
1944,297634.315174703
1945,279146.597518945
1946,148432.797196678
1947,244905.643846744
1948,178351.953570022
1949,240187.240635767
1950,186512.355738471
1951,262178.920432813
1952,208743.091866771
1953,159130.928571706
1954,205116.870480225
1955,137746.379011263
1956,416653.807934793
1957,166574.017781642
1958,306682.957653582
1959,142760.311034054
1960,120733.374169604
1961,121077.586375924
1962,98269.9608858718
1963,110554.891688776
1964,108901.574490954
1965,134956.810000675
1966,125607.099128104
1967,246412.183555606
1968,353711.587732286
1969,292551.97025837
1970,379794.156111434
1971,424833.566138504
1972,325575.832183185
1973,247398.507896105
1974,293394.416257301
1975,404514.064242858
1976,242757.18912049
1977,332229.722159447
1978,351396.623812998
1979,287529.296491611
1980,199817.705593753
1981,282821.537995084
1982,201501.857102192
1983,193137.236075954
1984,165033.531186655
1985,218107.834996555
1986,216055.184112193
1987,173954.006063897
1988,185097.33367153
1989,197282.74975066
1990,217370.027425079
1991,219186.549731982
1992,208674.947662422
1993,175559.129012104
1994,243110.347871986
1995,189085.996271864
1996,235898.675424135
1997,266822.925753025
1998,292121.979157187
1999,263331.514521279
2000,317632.27267435
2001,257084.817365807
2002,239644.949326226
2003,257411.023550781
2004,260109.441962503
2005,204914.616184413
2006,193942.491871664
2007,240660.157082275
2008,181290.225064343
2009,199612.760042635
2010,193177.168611521
2011,161225.935772483
2012,170158.811263681
2013,170952.806611819
2014,175185.196918511
2015,181564.99615674
2016,198133.092697289
2017,178012.560507703
2018,125301.332732377
2019,158156.775741381
2020,114745.206055306
2021,101607.913918338
2022,192496.374910823
2023,153495.286299782
2024,308137.915315599
2025,334610.683711105
2026,161256.127942393
2027,153906.477335953
2028,161942.097311092
2029,161138.403012517
2030,215308.928932803
2031,191887.755409346
2032,200341.136889341
2033,202432.556196973
2034,153660.859152986
2035,218587.426747487
2036,173551.046494935
2037,174632.465132772
2038,264663.561218395
2039,181004.864839876
2040,266522.82878063
2041,266573.352538968
2042,207975.553323762
2043,170794.388686238
2044,194994.989910818
2045,207457.446504377
2046,148482.0936353
2047,141370.009620879
2048,150616.203519241
2049,151227.451853293
2050,160178.687817721
2051,101636.47828836
2052,135763.61856134
2053,152839.576795498
